Source	Target	Weight	Type
52	70	1	Undirected
68	82	3	Undirected
114	143	1	Undirected
101	114	1	Undirected
93	125	1	Undirected
5	166	1	Undirected
41	325	1	Undirected
252	279	1	Undirected
229	239	1	Undirected
87	302	1	Undirected
45	154	1	Undirected
22	90	1	Undirected
164	324	1	Undirected
16	26	4	Undirected
36	57	3	Undirected
36	317	1	Undirected
12	198	1	Undirected
8	74	3	Undirected
77	109	2	Undirected
14	23	1	Undirected
197	264	1	Undirected
26	328	1	Undirected
23	70	1	Undirected
19	21	3	Undirected
16	92	1	Undirected
43	322	1	Undirected
128	219	1	Undirected
42	316	1	Undirected
8	51	2	Undirected
62	130	1	Undirected
26	148	1	Undirected
6	190	1	Undirected
82	255	1	Undirected
93	324	1	Undirected
91	107	2	Undirected
55	107	1	Undirected
82	305	1	Undirected
77	108	1	Undirected
34	49	1	Undirected
28	33	2	Undirected
19	24	4	Undirected
6	88	2	Undirected
17	112	1	Undirected
12	165	1	Undirected
86	324	1	Undirected
17	309	1	Undirected
20	316	1	Undirected
71	249	1	Undirected
36	314	1	Undirected
48	75	4	Undirected
21	61	1	Undirected
40	60	4	Undirected
45	221	1	Undirected
13	87	1	Undirected
240	248	1	Undirected
49	54	4	Undirected
2	317	1	Undirected
31	304	1	Undirected
12	283	1	Undirected
12	239	1	Undirected
96	130	1	Undirected
5	76	8	Undirected
36	56	1	Undirected
35	43	3	Undirected
62	88	2	Undirected
8	69	1	Undirected
48	106	1	Undirected
21	23	3	Undirected
23	107	2	Undirected
76	295	1	Undirected
28	91	2	Undirected
234	243	1	Undirected
47	312	1	Undirected
2	61	1	Undirected
258	262	1	Undirected
83	106	2	Undirected
150	189	1	Undirected
7	102	1	Undirected
238	239	1	Undirected
105	155	1	Undirected
37	54	4	Undirected
10	46	1	Undirected
243	324	1	Undirected
40	315	1	Undirected
312	318	1	Undirected
34	60	1	Undirected
77	226	1	Undirected
26	62	5	Undirected
4	41	4	Undirected
76	88	5	Undirected
104	275	1	Undirected
61	79	1	Undirected
83	258	1	Undirected
319	325	1	Undirected
53	90	1	Undirected
14	43	1	Undirected
49	232	1	Undirected
83	236	1	Undirected
4	287	1	Undirected
53	85	2	Undirected
12	309	1	Undirected
200	204	1	Undirected
164	315	1	Undirected
242	253	1	Undirected
18	150	2	Undirected
50	114	2	Undirected
252	253	1	Undirected
53	74	2	Undirected
87	150	1	Undirected
43	149	1	Undirected
177	185	1	Undirected
144	149	1	Undirected
23	54	3	Undirected
12	257	1	Undirected
57	113	1	Undirected
31	111	2	Undirected
18	252	4	Undirected
66	106	1	Undirected
102	218	1	Undirected
12	28	2	Undirected
26	324	1	Undirected
33	80	1	Undirected
96	139	1	Undirected
36	40	3	Undirected
19	160	1	Undirected
84	253	1	Undirected
23	78	2	Undirected
94	102	1	Undirected
35	244	1	Undirected
53	258	1	Undirected
40	54	3	Undirected
290	293	1	Undirected
73	85	3	Undirected
4	10	1	Undirected
75	249	1	Undirected
84	181	1	Undirected
45	313	1	Undirected
10	47	1	Undirected
62	116	1	Undirected
44	73	1	Undirected
12	154	1	Undirected
116	220	1	Undirected
202	206	1	Undirected
43	156	1	Undirected
25	48	1	Undirected
84	316	1	Undirected
12	80	1	Undirected
4	105	1	Undirected
1	77	5	Undirected
84	228	1	Undirected
42	84	14	Undirected
60	150	5	Undirected
42	214	1	Undirected
36	113	1	Undirected
3	49	2	Undirected
32	82	1	Undirected
53	109	1	Undirected
26	281	1	Undirected
38	81	5	Undirected
39	64	1	Undirected
57	182	4	Undirected
11	67	4	Undirected
170	172	1	Undirected
204	209	1	Undirected
11	227	1	Undirected
78	91	2	Undirected
60	190	1	Undirected
19	156	1	Undirected
65	171	1	Undirected
37	56	1	Undirected
19	28	2	Undirected
84	314	1	Undirected
28	111	1	Undirected
34	85	1	Undirected
20	80	1	Undirected
142	148	1	Undirected
9	43	3	Undirected
29	244	1	Undirected
54	322	1	Undirected
86	98	1	Undirected
203	204	1	Undirected
86	185	1	Undirected
17	59	4	Undirected
85	182	2	Undirected
28	47	2	Undirected
4	242	1	Undirected
84	218	2	Undirected
5	39	6	Undirected
18	312	1	Undirected
7	51	2	Undirected
4	98	1	Undirected
45	78	2	Undirected
28	58	2	Undirected
59	98	1	Undirected
11	59	3	Undirected
7	26	2	Undirected
219	222	1	Undirected
33	98	1	Undirected
73	181	1	Undirected
26	60	10	Undirected
58	94	1	Undirected
23	87	3	Undirected
40	69	1	Undirected
77	153	1	Undirected
39	160	1	Undirected
38	100	3	Undirected
65	155	1	Undirected
83	319	1	Undirected
15	110	1	Undirected
230	248	1	Undirected
4	234	1	Undirected
39	301	1	Undirected
246	250	1	Undirected
315	318	1	Undirected
128	148	1	Undirected
34	44	1	Undirected
246	248	1	Undirected
39	192	1	Undirected
287	290	1	Undirected
91	288	1	Undirected
83	89	2	Undirected
54	95	1	Undirected
14	68	1	Undirected
65	74	4	Undirected
58	114	2	Undirected
6	193	1	Undirected
6	83	6	Undirected
5	59	4	Undirected
100	189	1	Undirected
205	209	1	Undirected
93	320	1	Undirected
38	82	3	Undirected
107	324	1	Undirected
41	113	1	Undirected
107	114	2	Undirected
54	70	1	Undirected
40	76	4	Undirected
5	236	1	Undirected
37	229	1	Undirected
48	88	3	Undirected
50	254	1	Undirected
73	100	2	Undirected
35	229	1	Undirected
21	66	2	Undirected
135	141	1	Undirected
77	325	1	Undirected
19	29	12	Undirected
77	196	1	Undirected
43	298	1	Undirected
18	91	4	Undirected
24	93	1	Undirected
93	116	3	Undirected
91	113	1	Undirected
77	231	1	Undirected
197	289	1	Undirected
26	59	5	Undirected
48	89	2	Undirected
62	108	1	Undirected
35	84	4	Undirected
36	321	1	Undirected
16	257	1	Undirected
54	90	1	Undirected
33	44	1	Undirected
24	32	1	Undirected
94	109	1	Undirected
28	56	1	Undirected
37	97	3	Undirected
206	238	1	Undirected
105	164	1	Undirected
19	260	1	Undirected
87	317	1	Undirected
20	42	11	Undirected
91	180	1	Undirected
8	19	4	Undirected
6	113	1	Undirected
18	287	1	Undirected
77	166	1	Undirected
43	147	1	Undirected
23	100	2	Undirected
38	72	1	Undirected
182	292	1	Undirected
102	111	1	Undirected
85	94	1	Undirected
139	142	1	Undirected
4	109	2	Undirected
19	51	3	Undirected
58	78	2	Undirected
73	89	2	Undirected
85	114	3	Undirected
31	132	1	Undirected
85	101	1	Undirected
50	320	1	Undirected
40	109	1	Undirected
13	29	1	Undirected
97	141	1	Undirected
37	321	1	Undirected
128	225	1	Undirected
26	61	1	Undirected
60	313	1	Undirected
52	86	2	Undirected
43	131	2	Undirected
49	148	1	Undirected
76	279	1	Undirected
54	87	3	Undirected
33	53	3	Undirected
139	147	1	Undirected
288	294	1	Undirected
45	67	5	Undirected
60	265	1	Undirected
75	314	1	Undirected
6	114	4	Undirected
104	242	1	Undirected
37	251	1	Undirected
6	41	4	Undirected
8	131	1	Undirected
228	245	1	Undirected
12	128	1	Undirected
180	187	1	Undirected
47	94	1	Undirected
49	73	3	Undirected
89	106	1	Undirected
12	166	1	Undirected
97	135	1	Undirected
66	70	1	Undirected
20	57	7	Undirected
86	249	1	Undirected
27	67	1	Undirected
19	155	1	Undirected
31	148	1	Undirected
3	86	1	Undirected
1	17	3	Undirected
8	314	1	Undirected
85	191	1	Undirected
29	112	2	Undirected
228	229	1	Undirected
11	20	7	Undirected
26	207	2	Undirected
84	243	3	Undirected
182	191	1	Undirected
25	53	1	Undirected
35	64	1	Undirected
60	275	1	Undirected
39	184	1	Undirected
43	81	4	Undirected
84	266	1	Undirected
43	65	11	Undirected
50	306	1	Undirected
13	44	1	Undirected
2	264	1	Undirected
13	18	1	Undirected
77	220	1	Undirected
9	49	3	Undirected
179	189	1	Undirected
232	241	1	Undirected
84	154	1	Undirected
54	93	4	Undirected
28	57	2	Undirected
96	134	1	Undirected
68	316	1	Undirected
39	46	1	Undirected
45	75	4	Undirected
12	114	6	Undirected
183	188	1	Undirected
84	294	1	Undirected
45	151	1	Undirected
56	58	1	Undirected
43	206	1	Undirected
19	183	1	Undirected
2	300	1	Undirected
100	143	1	Undirected
19	47	6	Undirected
42	131	2	Undirected
43	56	1	Undirected
101	112	1	Undirected
116	319	1	Undirected
83	141	1	Undirected
19	125	1	Undirected
4	290	1	Undirected
233	252	1	Undirected
43	267	1	Undirected
44	68	1	Undirected
75	319	1	Undirected
29	306	1	Undirected
22	99	1	Undirected
50	225	1	Undirected
41	132	1	Undirected
14	49	1	Undirected
39	196	1	Undirected
60	252	3	Undirected
63	302	1	Undirected
234	245	1	Undirected
5	176	1	Undirected
142	146	1	Undirected
87	140	1	Undirected
3	5	2	Undirected
42	110	1	Undirected
11	105	1	Undirected
50	73	2	Undirected
249	322	1	Undirected
77	300	1	Undirected
57	252	2	Undirected
28	69	1	Undirected
41	245	1	Undirected
26	157	1	Undirected
17	142	1	Undirected
39	189	1	Undirected
270	277	1	Undirected
17	46	1	Undirected
63	128	1	Undirected
67	308	1	Undirected
79	262	1	Undirected
26	95	1	Undirected
12	252	4	Undirected
81	315	1	Undirected
42	92	1	Undirected
29	227	1	Undirected
228	232	1	Undirected
99	106	1	Undirected
206	207	1	Undirected
43	69	1	Undirected
12	272	1	Undirected
66	100	2	Undirected
35	248	1	Undirected
8	76	4	Undirected
101	150	1	Undirected
5	313	1	Undirected
84	118	1	Undirected
20	87	5	Undirected
10	79	1	Undirected
86	88	2	Undirected
63	86	3	Undirected
67	81	2	Undirected
12	278	1	Undirected
208	214	1	Undirected
1	91	3	Undirected
96	133	1	Undirected
15	227	1	Undirected
189	191	1	Undirected
26	203	1	Undirected
59	129	1	Undirected
14	26	1	Undirected
8	53	3	Undirected
48	180	1	Undirected
67	93	2	Undirected
29	274	1	Undirected
3	145	1	Undirected
15	219	1	Undirected
47	82	6	Undirected
17	252	1	Undirected
1	244	1	Undirected
57	140	1	Undirected
9	31	3	Undirected
45	140	1	Undirected
65	254	1	Undirected
1	66	2	Undirected
26	215	1	Undirected
37	83	5	Undirected
6	24	3	Undirected
12	52	2	Undirected
84	94	1	Undirected
12	292	1	Undirected
6	27	1	Undirected
41	53	4	Undirected
81	262	1	Undirected
7	64	1	Undirected
27	30	1	Undirected
43	215	1	Undirected
79	83	4	Undirected
20	33	5	Undirected
28	37	2	Undirected
62	73	2	Undirected
54	57	5	Undirected
60	129	1	Undirected
58	111	1	Undirected
71	155	1	Undirected
114	171	1	Undirected
36	271	1	Undirected
91	150	3	Undirected
50	164	1	Undirected
58	108	1	Undirected
49	52	2	Undirected
3	65	4	Undirected
233	248	1	Undirected
2	74	4	Undirected
22	39	5	Undirected
66	178	1	Undirected
4	6	3	Undirected
77	139	1	Undirected
19	85	5	Undirected
15	34	1	Undirected
65	134	1	Undirected
3	263	1	Undirected
40	112	1	Undirected
57	316	1	Undirected
71	243	1	Undirected
264	301	1	Undirected
39	101	2	Undirected
7	113	1	Undirected
22	114	3	Undirected
43	220	1	Undirected
