Source	Target	Weight	Type
7	226	1	Undirected
27	152	2	Undirected
32	112	2	Undirected
84	275	1	Undirected
58	136	1	Undirected
39	288	1	Undirected
89	214	1	Undirected
43	111	1	Undirected
6	102	1	Undirected
84	232	1	Undirected
95	246	1	Undirected
3	24	4	Undirected
27	63	5	Undirected
29	40	8	Undirected
16	100	1	Undirected
11	174	1	Undirected
8	115	3	Undirected
17	244	1	Undirected
54	162	3	Undirected
94	99	5	Undirected
11	65	1	Undirected
34	44	1	Undirected
92	100	1	Undirected
295	305	1	Undirected
35	38	8	Undirected
11	91	1	Undirected
1	95	2	Undirected
151	294	1	Undirected
8	73	1	Undirected
140	282	1	Undirected
41	55	1	Undirected
17	49	8	Undirected
27	258	1	Undirected
19	214	1	Undirected
62	241	1	Undirected
31	78	3	Undirected
17	107	4	Undirected
2	97	1	Undirected
151	153	1	Undirected
59	86	1	Undirected
27	304	1	Undirected
20	147	1	Undirected
12	299	1	Undirected
14	121	3	Undirected
41	283	1	Undirected
19	104	1	Undirected
25	47	1	Undirected
37	162	1	Undirected
83	240	1	Undirected
5	174	1	Undirected
66	294	1	Undirected
5	125	1	Undirected
140	144	1	Undirected
56	85	4	Undirected
23	297	1	Undirected
94	152	1	Undirected
29	153	1	Undirected
53	85	6	Undirected
129	193	1	Undirected
19	283	1	Undirected
85	123	1	Undirected
26	271	2	Undirected
53	288	1	Undirected
83	85	7	Undirected
35	131	1	Undirected
53	149	2	Undirected
150	153	1	Undirected
54	163	2	Undirected
68	70	1	Undirected
215	227	1	Undirected
92	183	1	Undirected
14	161	1	Undirected
56	152	2	Undirected
84	278	1	Undirected
118	210	1	Undirected
83	218	1	Undirected
203	207	1	Undirected
22	51	4	Undirected
4	49	1	Undirected
50	251	1	Undirected
28	114	1	Undirected
96	237	1	Undirected
118	224	1	Undirected
35	230	1	Undirected
7	185	1	Undirected
175	268	1	Undirected
119	284	1	Undirected
46	127	1	Undirected
9	129	2	Undirected
117	263	1	Undirected
28	218	1	Undirected
7	49	14	Undirected
59	68	1	Undirected
62	237	1	Undirected
35	132	1	Undirected
20	43	3	Undirected
269	276	1	Undirected
72	232	1	Undirected
6	17	3	Undirected
149	240	1	Undirected
32	282	1	Undirected
175	264	1	Undirected
13	177	1	Undirected
46	142	1	Undirected
28	119	3	Undirected
39	102	4	Undirected
11	281	1	Undirected
151	295	1	Undirected
83	130	3	Undirected
155	242	1	Undirected
40	105	1	Undirected
21	25	3	Undirected
9	113	1	Undirected
3	109	1	Undirected
99	157	1	Undirected
102	129	4	Undirected
4	47	1	Undirected
62	149	1	Undirected
147	300	1	Undirected
7	191	1	Undirected
115	130	2	Undirected
78	80	4	Undirected
121	122	1	Undirected
66	68	1	Undirected
39	210	1	Undirected
96	232	1	Undirected
49	92	9	Undirected
44	125	1	Undirected
58	234	1	Undirected
22	143	1	Undirected
175	238	1	Undirected
47	164	2	Undirected
11	165	1	Undirected
27	39	5	Undirected
64	89	2	Undirected
95	170	1	Undirected
251	254	1	Undirected
80	239	1	Undirected
41	234	1	Undirected
3	26	11	Undirected
40	79	1	Undirected
43	151	3	Undirected
41	128	1	Undirected
66	133	1	Undirected
132	135	1	Undirected
11	136	6	Undirected
6	110	2	Undirected
14	294	1	Undirected
84	93	4	Undirected
89	236	1	Undirected
59	100	1	Undirected
54	180	1	Undirected
15	26	11	Undirected
9	42	3	Undirected
12	139	1	Undirected
7	146	1	Undirected
19	28	5	Undirected
63	64	2	Undirected
37	60	2	Undirected
53	241	1	Undirected
8	102	3	Undirected
12	261	1	Undirected
50	81	2	Undirected
89	170	1	Undirected
27	232	1	Undirected
25	60	2	Undirected
19	281	1	Undirected
20	45	1	Undirected
112	124	1	Undirected
121	262	2	Undirected
31	89	1	Undirected
72	296	1	Undirected
48	53	4	Undirected
52	152	2	Undirected
8	291	1	Undirected
56	186	1	Undirected
81	86	1	Undirected
36	89	4	Undirected
44	122	1	Undirected
11	82	1	Undirected
56	216	1	Undirected
51	93	2	Undirected
53	263	1	Undirected
154	161	1	Undirected
32	148	1	Undirected
49	159	1	Undirected
12	65	1	Undirected
4	43	1	Undirected
7	285	1	Undirected
12	107	6	Undirected
43	75	1	Undirected
99	101	1	Undirected
35	121	3	Undirected
89	286	1	Undirected
29	66	5	Undirected
15	239	1	Undirected
10	150	1	Undirected
5	281	1	Undirected
121	129	2	Undirected
58	247	1	Undirected
30	246	1	Undirected
23	170	3	Undirected
271	288	1	Undirected
98	136	2	Undirected
14	83	8	Undirected
53	150	1	Undirected
61	66	1	Undirected
11	149	2	Undirected
274	276	1	Undirected
35	74	1	Undirected
296	300	1	Undirected
41	285	1	Undirected
12	89	7	Undirected
40	134	1	Undirected
22	269	1	Undirected
43	112	1	Undirected
10	235	1	Undirected
136	174	1	Undirected
61	163	1	Undirected
80	303	1	Undirected
64	158	1	Undirected
11	213	1	Undirected
3	102	5	Undirected
8	51	2	Undirected
37	299	1	Undirected
129	189	1	Undirected
49	153	1	Undirected
129	286	1	Undirected
63	94	1	Undirected
96	160	1	Undirected
46	80	4	Undirected
15	55	1	Undirected
79	101	1	Undirected
7	164	3	Undirected
39	153	1	Undirected
54	240	1	Undirected
50	72	4	Undirected
83	267	1	Undirected
60	182	1	Undirected
88	104	1	Undirected
232	235	1	Undirected
1	295	1	Undirected
29	68	1	Undirected
11	193	1	Undirected
43	150	1	Undirected
21	95	1	Undirected
64	128	1	Undirected
139	144	1	Undirected
41	116	1	Undirected
46	128	1	Undirected
23	211	1	Undirected
61	180	1	Undirected
49	302	1	Undirected
31	172	1	Undirected
41	286	1	Undirected
60	64	6	Undirected
43	283	1	Undirected
98	104	1	Undirected
20	42	2	Undirected
32	304	1	Undirected
26	225	1	Undirected
39	94	3	Undirected
50	187	1	Undirected
115	157	1	Undirected
287	292	1	Undirected
176	182	1	Undirected
33	220	1	Undirected
43	287	1	Undirected
16	161	1	Undirected
21	58	4	Undirected
27	217	1	Undirected
29	96	2	Undirected
6	54	7	Undirected
44	304	1	Undirected
7	106	1	Undirected
15	224	1	Undirected
43	127	1	Undirected
77	80	1	Undirected
1	217	1	Undirected
25	46	5	Undirected
40	53	9	Undirected
31	84	3	Undirected
39	224	1	Undirected
49	161	1	Undirected
29	65	1	Undirected
43	254	1	Undirected
59	109	1	Undirected
45	47	1	Undirected
237	242	1	Undirected
42	51	3	Undirected
19	163	1	Undirected
14	51	5	Undirected
16	32	9	Undirected
133	135	1	Undirected
12	164	3	Undirected
51	193	1	Undirected
12	174	1	Undirected
43	156	1	Undirected
130	217	1	Undirected
35	52	9	Undirected
124	128	1	Undirected
151	299	1	Undirected
56	247	1	Undirected
27	233	1	Undirected
43	141	1	Undirected
6	225	1	Undirected
89	114	1	Undirected
218	224	1	Undirected
12	152	2	Undirected
9	25	2	Undirected
92	181	2	Undirected
170	175	2	Undirected
83	133	1	Undirected
39	298	1	Undirected
22	248	1	Undirected
24	136	1	Undirected
14	222	1	Undirected
59	201	1	Undirected
10	42	1	Undirected
12	180	1	Undirected
25	122	1	Undirected
16	217	1	Undirected
64	96	1	Undirected
56	228	2	Undirected
22	304	1	Undirected
23	228	1	Undirected
31	109	1	Undirected
54	137	1	Undirected
9	124	1	Undirected
30	41	6	Undirected
3	301	1	Undirected
273	275	1	Undirected
29	87	2	Undirected
83	118	4	Undirected
26	107	6	Undirected
1	28	6	Undirected
271	274	1	Undirected
33	306	1	Undirected
35	282	1	Undirected
2	72	4	Undirected
28	78	4	Undirected
26	270	1	Undirected
13	262	1	Undirected
48	229	1	Undirected
8	170	3	Undirected
54	239	1	Undirected
110	123	1	Undirected
58	219	1	Undirected
7	143	1	Undirected
92	119	3	Undirected
16	19	6	Undirected
13	37	2	Undirected
299	306	1	Undirected
47	149	1	Undirected
78	217	1	Undirected
49	130	3	Undirected
43	175	3	Undirected
5	218	1	Undirected
26	264	1	Undirected
25	217	1	Undirected
18	38	1	Undirected
37	39	3	Undirected
23	236	1	Undirected
18	21	1	Undirected
49	294	1	Undirected
16	115	4	Undirected
5	18	1	Undirected
24	51	2	Undirected
92	175	3	Undirected
17	128	1	Undirected
22	182	1	Undirected
16	41	8	Undirected
7	196	1	Undirected
40	198	1	Undirected
84	85	3	Undirected
7	119	3	Undirected
7	234	1	Undirected
133	134	1	Undirected
212	213	1	Undirected
5	49	14	Undirected
14	96	3	Undirected
83	257	1	Undirected
48	233	1	Undirected
17	221	1	Undirected
48	155	1	Undirected
26	39	9	Undirected
111	113	1	Undirected
60	87	1	Undirected
84	136	2	Undirected
23	107	5	Undirected
17	99	2	Undirected
145	270	1	Undirected
14	112	3	Undirected
15	83	8	Undirected
111	121	1	Undirected
17	220	3	Undirected
62	145	1	Undirected
9	33	1	Undirected
110	240	1	Undirected
72	224	1	Undirected
54	294	1	Undirected
