Source	Target	Weight	Type
31	47	1	Undirected
180	190	1	Undirected
26	55	1	Undirected
33	226	1	Undirected
12	58	3	Undirected
52	196	1	Undirected
52	223	1	Undirected
22	77	2	Undirected
16	231	1	Undirected
3	246	1	Undirected
54	163	1	Undirected
21	178	1	Undirected
40	54	7	Undirected
56	182	1	Undirected
49	221	2	Undirected
238	245	1	Undirected
102	178	1	Undirected
25	28	5	Undirected
16	37	1	Undirected
30	168	1	Undirected
131	148	1	Undirected
34	40	1	Undirected
8	187	1	Undirected
1	7	5	Undirected
38	40	1	Undirected
9	150	1	Undirected
18	46	1	Undirected
54	160	2	Undirected
50	125	1	Undirected
11	47	2	Undirected
2	59	7	Undirected
3	65	1	Undirected
68	79	1	Undirected
134	187	1	Undirected
20	61	1	Undirected
96	102	1	Undirected
33	216	1	Undirected
41	132	1	Undirected
6	8	1	Undirected
7	33	3	Undirected
20	58	1	Undirected
36	168	1	Undirected
47	239	1	Undirected
185	186	1	Undirected
172	198	1	Undirected
171	174	1	Undirected
94	99	2	Undirected
40	145	1	Undirected
21	45	3	Undirected
31	45	1	Undirected
59	107	1	Undirected
49	172	1	Undirected
135	174	1	Undirected
52	183	1	Undirected
14	15	1	Undirected
58	145	1	Undirected
8	50	1	Undirected
33	39	2	Undirected
30	259	1	Undirected
20	29	1	Undirected
7	42	3	Undirected
31	109	1	Undirected
132	251	1	Undirected
59	79	1	Undirected
51	55	1	Undirected
5	45	1	Undirected
1	58	5	Undirected
135	218	1	Undirected
52	58	8	Undirected
66	106	1	Undirected
94	132	1	Undirected
68	159	1	Undirected
23	73	1	Undirected
3	221	1	Undirected
25	190	1	Undirected
99	126	1	Undirected
94	103	1	Undirected
21	218	1	Undirected
35	52	3	Undirected
28	51	1	Undirected
52	78	1	Undirected
67	69	1	Undirected
227	233	1	Undirected
24	138	1	Undirected
7	219	1	Undirected
99	194	1	Undirected
2	16	9	Undirected
30	154	1	Undirected
116	135	1	Undirected
121	189	1	Undirected
215	222	1	Undirected
26	58	1	Undirected
2	104	1	Undirected
131	221	1	Undirected
26	30	2	Undirected
35	51	1	Undirected
72	75	1	Undirected
77	196	1	Undirected
124	184	1	Undirected
31	257	1	Undirected
8	41	1	Undirected
36	244	1	Undirected
23	47	2	Undirected
121	182	1	Undirected
9	82	1	Undirected
2	17	5	Undirected
2	72	1	Undirected
251	254	1	Undirected
108	117	1	Undirected
52	103	1	Undirected
180	193	1	Undirected
45	185	1	Undirected
22	218	1	Undirected
30	198	1	Undirected
58	64	1	Undirected
60	223	1	Undirected
83	85	1	Undirected
59	208	1	Undirected
34	48	1	Undirected
17	244	1	Undirected
9	151	1	Undirected
56	181	1	Undirected
32	48	1	Undirected
138	142	1	Undirected
48	51	1	Undirected
11	128	1	Undirected
53	132	3	Undirected
248	253	1	Undirected
1	239	1	Undirected
126	206	1	Undirected
58	185	1	Undirected
1	51	1	Undirected
141	187	2	Undirected
23	60	2	Undirected
11	34	1	Undirected
50	132	1	Undirected
52	158	1	Undirected
95	101	1	Undirected
31	258	1	Undirected
3	234	1	Undirected
21	40	7	Undirected
59	116	1	Undirected
21	46	1	Undirected
105	219	1	Undirected
24	223	1	Undirected
58	144	1	Undirected
152	154	1	Undirected
30	158	1	Undirected
14	45	1	Undirected
12	161	1	Undirected
157	161	1	Undirected
36	88	1	Undirected
11	161	1	Undirected
19	150	1	Undirected
8	44	1	Undirected
26	46	1	Undirected
225	227	1	Undirected
60	98	2	Undirected
6	37	1	Undirected
27	212	1	Undirected
36	230	1	Undirected
36	154	1	Undirected
1	24	9	Undirected
30	100	1	Undirected
28	189	1	Undirected
30	44	1	Undirected
49	250	1	Undirected
36	111	1	Undirected
1	241	1	Undirected
52	155	1	Undirected
35	45	1	Undirected
36	186	1	Undirected
24	125	4	Undirected
50	220	1	Undirected
17	27	4	Undirected
6	11	1	Undirected
110	114	1	Undirected
52	135	7	Undirected
49	125	1	Undirected
33	135	3	Undirected
36	213	1	Undirected
41	220	1	Undirected
22	58	4	Undirected
1	251	1	Undirected
42	59	2	Undirected
23	36	9	Undirected
58	109	6	Undirected
83	84	1	Undirected
134	178	1	Undirected
35	122	1	Undirected
190	192	1	Undirected
11	166	1	Undirected
56	109	3	Undirected
31	51	1	Undirected
16	138	1	Undirected
36	97	2	Undirected
172	200	1	Undirected
3	8	3	Undirected
170	176	1	Undirected
35	191	1	Undirected
27	32	1	Undirected
19	185	1	Undirected
168	172	1	Undirected
1	196	1	Undirected
246	252	1	Undirected
18	98	1	Undirected
182	183	1	Undirected
99	118	1	Undirected
12	44	1	Undirected
135	240	1	Undirected
142	208	1	Undirected
16	209	1	Undirected
36	227	1	Undirected
11	237	1	Undirected
36	132	5	Undirected
27	33	4	Undirected
201	202	1	Undirected
54	138	1	Undirected
7	55	1	Undirected
40	99	4	Undirected
58	118	1	Undirected
20	43	1	Undirected
23	26	2	Undirected
131	151	3	Undirected
25	206	1	Undirected
27	54	7	Undirected
54	184	1	Undirected
6	15	1	Undirected
54	145	1	Undirected
7	133	1	Undirected
24	256	1	Undirected
35	62	2	Undirected
1	44	1	Undirected
30	165	2	Undirected
109	212	1	Undirected
59	106	1	Undirected
99	185	1	Undirected
135	233	1	Undirected
68	96	1	Undirected
68	184	1	Undirected
21	86	1	Undirected
12	24	6	Undirected
7	48	2	Undirected
204	207	1	Undirected
22	99	2	Undirected
21	207	2	Undirected
23	99	4	Undirected
36	43	1	Undirected
54	228	1	Undirected
42	77	1	Undirected
11	172	3	Undirected
28	44	1	Undirected
39	50	1	Undirected
12	215	1	Undirected
1	59	7	Undirected
30	79	1	Undirected
25	61	1	Undirected
2	177	1	Undirected
22	207	1	Undirected
54	198	1	Undirected
68	158	1	Undirected
54	238	1	Undirected
19	36	5	Undirected
219	221	1	Undirected
77	118	1	Undirected
135	199	2	Undirected
221	222	1	Undirected
98	201	1	Undirected
16	166	1	Undirected
32	43	1	Undirected
2	226	1	Undirected
36	86	1	Undirected
22	215	1	Undirected
4	40	1	Undirected
56	134	2	Undirected
3	132	2	Undirected
12	109	3	Undirected
73	74	1	Undirected
19	238	1	Undirected
36	93	1	Undirected
36	188	1	Undirected
59	249	1	Undirected
117	119	1	Undirected
7	32	2	Undirected
16	30	15	Undirected
4	23	1	Undirected
134	252	1	Undirected
134	184	1	Undirected
1	121	1	Undirected
138	143	1	Undirected
27	45	3	Undirected
59	105	4	Undirected
21	187	3	Undirected
54	173	1	Undirected
10	31	1	Undirected
154	160	1	Undirected
20	47	1	Undirected
30	86	1	Undirected
48	59	2	Undirected
50	209	1	Undirected
52	77	3	Undirected
7	38	1	Undirected
177	208	1	Undirected
21	65	1	Undirected
99	165	1	Undirected
17	183	1	Undirected
56	240	1	Undirected
121	245	1	Undirected
14	17	1	Undirected
62	123	1	Undirected
16	107	1	Undirected
68	74	1	Undirected
16	237	1	Undirected
2	20	1	Undirected
96	103	1	Undirected
49	236	1	Undirected
28	48	2	Undirected
52	67	1	Undirected
27	44	1	Undirected
58	110	1	Undirected
28	33	2	Undirected
20	37	1	Undirected
116	117	1	Undirected
58	77	3	Undirected
40	48	1	Undirected
126	220	1	Undirected
26	32	1	Undirected
206	210	1	Undirected
109	137	1	Undirected
249	250	1	Undirected
135	228	1	Undirected
28	63	1	Undirected
188	189	1	Undirected
17	35	4	Undirected
23	110	1	Undirected
28	67	1	Undirected
109	188	1	Undirected
109	132	3	Undirected
14	63	1	Undirected
25	97	1	Undirected
1	6	1	Undirected
28	135	4	Undirected
33	62	2	Undirected
52	54	13	Undirected
34	42	1	Undirected
132	177	1	Undirected
50	62	2	Undirected
5	52	1	Undirected
168	176	1	Undirected
33	41	2	Undirected
23	78	1	Undirected
24	224	1	Undirected
109	209	1	Undirected
114	118	1	Undirected
16	135	8	Undirected
135	152	1	Undirected
24	189	1	Undirected
216	222	1	Undirected
109	110	1	Undirected
24	104	1	Undirected
58	113	1	Undirected
19	47	3	Undirected
30	186	1	Undirected
52	72	1	Undirected
17	38	1	Undirected
135	161	2	Undirected
16	31	3	Undirected
21	152	1	Undirected
52	231	1	Undirected
94	102	1	Undirected
36	148	1	Undirected
7	155	1	Undirected
25	78	1	Undirected
167	174	1	Undirected
2	191	1	Undirected
27	37	1	Undirected
28	76	3	Undirected
56	57	1	Undirected
7	161	2	Undirected
8	11	2	Undirected
77	187	1	Undirected
54	116	2	Undirected
186	188	1	Undirected
68	152	1	Undirected
144	147	1	Undirected
75	241	1	Undirected
30	71	1	Undirected
29	59	1	Undirected
14	21	1	Undirected
7	47	1	Undirected
30	160	2	Undirected
38	61	1	Undirected
36	94	2	Undirected
40	51	1	Undirected
49	98	4	Undirected
102	103	1	Undirected
43	52	1	Undirected
44	51	1	Undirected
32	33	1	Undirected
7	77	2	Undirected
1	112	1	Undirected
82	88	1	Undirected
31	42	1	Undirected
7	31	2	Undirected
98	136	1	Undirected
67	78	1	Undirected
18	56	1	Undirected
30	64	2	Undirected
10	34	1	Undirected
1	175	1	Undirected
221	223	1	Undirected
50	215	1	Undirected
14	54	1	Undirected
1	11	4	Undirected
98	135	7	Undirected
4	35	1	Undirected
255	260	1	Undirected
75	257	1	Undirected
206	214	1	Undirected
30	249	1	Undirected
33	132	1	Undirected
220	221	1	Undirected
3	70	1	Undirected
186	187	1	Undirected
2	51	1	Undirected
36	171	1	Undirected
58	161	1	Undirected
17	45	2	Undirected
30	260	1	Undirected
56	239	1	Undirected
27	105	3	Undirected
125	140	1	Undirected
49	144	1	Undirected
17	126	4	Undirected
57	60	1	Undirected
23	106	1	Undirected
36	201	1	Undirected
99	248	1	Undirected
7	9	1	Undirected
99	178	1	Undirected
141	194	1	Undirected
25	63	1	Undirected
115	233	1	Undirected
60	126	2	Undirected
24	103	1	Undirected
54	63	1	Undirected
30	177	2	Undirected
56	252	1	Undirected
23	193	1	Undirected
41	43	1	Undirected
153	186	1	Undirected
35	207	1	Undirected
25	56	2	Undirected
23	239	1	Undirected
38	50	1	Undirected
141	235	1	Undirected
42	214	1	Undirected
139	145	1	Undirected
49	61	1	Undirected
24	101	1	Undirected
98	108	1	Undirected
10	62	1	Undirected
30	252	1	Undirected
27	209	2	Undirected
58	244	1	Undirected
98	212	1	Undirected
30	217	1	Undirected
142	220	1	Undirected
60	219	1	Undirected
6	34	1	Undirected
24	110	1	Undirected
17	189	1	Undirected
134	251	1	Undirected
134	221	1	Undirected
206	245	1	Undirected
3	26	1	Undirected
17	185	1	Undirected
131	209	1	Undirected
12	30	6	Undirected
2	29	1	Undirected
5	12	1	Undirected
6	20	1	Undirected
30	69	1	Undirected
7	15	1	Undirected
50	141	1	Undirected
18	109	1	Undirected
32	38	1	Undirected
4	29	1	Undirected
43	57	1	Undirected
7	256	1	Undirected
33	141	1	Undirected
28	199	1	Undirected
2	114	1	Undirected
177	185	1	Undirected
61	63	1	Undirected
56	120	1	Undirected
11	149	1	Undirected
12	142	1	Undirected
191	221	1	Undirected
28	188	1	Undirected
12	193	1	Undirected
149	218	1	Undirected
16	140	1	Undirected
21	89	1	Undirected
21	236	1	Undirected
2	155	1	Undirected
38	55	1	Undirected
207	210	1	Undirected
16	113	1	Undirected
12	32	1	Undirected
62	146	1	Undirected
15	40	1	Undirected
98	254	1	Undirected
59	67	1	Undirected
49	148	1	Undirected
73	78	1	Undirected
24	167	1	Undirected
168	174	1	Undirected
27	185	1	Undirected
28	105	2	Undirected
7	76	3	Undirected
54	124	3	Undirected
7	113	1	Undirected
21	28	9	Undirected
10	41	1	Undirected
32	60	1	Undirected
2	18	1	Undirected
210	211	1	Undirected
14	34	1	Undirected
45	153	1	Undirected
99	142	1	Undirected
24	245	1	Undirected
53	217	1	Undirected
17	80	1	Undirected
109	124	3	Undirected
72	81	1	Undirected
40	178	1	Undirected
16	40	5	Undirected
23	51	1	Undirected
21	193	1	Undirected
30	45	3	Undirected
21	115	3	Undirected
23	250	1	Undirected
16	46	1	Undirected
58	117	1	Undirected
8	30	3	Undirected
247	252	1	Undirected
40	179	1	Undirected
30	147	1	Undirected
7	28	6	Undirected
7	75	5	Undirected
105	191	1	Undirected
56	199	1	Undirected
33	195	1	Undirected
68	255	1	Undirected
21	225	1	Undirected
57	149	1	Undirected
36	100	1	Undirected
19	187	2	Undirected
59	151	2	Undirected
49	242	1	Undirected
29	61	1	Undirected
52	153	2	Undirected
24	147	1	Undirected
172	239	1	Undirected
77	116	1	Undirected
36	248	1	Undirected
124	185	1	Undirected
60	131	1	Undirected
137	146	1	Undirected
54	139	1	Undirected
99	243	1	Undirected
30	66	3	Undirected
65	81	1	Undirected
35	132	1	Undirected
4	6	1	Undirected
28	226	1	Undirected
42	47	1	Undirected
52	207	1	Undirected
5	32	1	Undirected
30	103	1	Undirected
5	25	1	Undirected
11	101	1	Undirected
48	61	1	Undirected
56	60	2	Undirected
54	73	1	Undirected
14	55	1	Undirected
99	103	1	Undirected
99	108	1	Undirected
16	233	1	Undirected
27	131	2	Undirected
54	123	3	Undirected
208	214	1	Undirected
52	142	2	Undirected
134	246	1	Undirected
21	58	9	Undirected
7	59	7	Undirected
41	160	1	Undirected
18	36	4	Undirected
24	234	1	Undirected
42	135	3	Undirected
18	25	2	Undirected
30	133	2	Undirected
30	143	1	Undirected
98	260	1	Undirected
59	185	1	Undirected
27	177	2	Undirected
